person_id,age,age_std,high_contact,quarantine,day,zombies,zombie_prevalence,infection_probability_true,became_exposed
464,47,0.3770340426688293,0,0,5,44,0.0293333333333333,0.0167383662473743,0
465,45,0.2468726930708445,0,0,5,44,0.0293333333333333,0.0164811044687541,0
466,45,0.2468726930708445,0,0,5,44,0.0293333333333333,0.0164811044687541,0
467,54,0.8325987662617758,1,1,5,44,0.0293333333333333,0.0185680564731632,0
468,45,0.2468726930708445,1,1,5,44,0.0293333333333333,0.0173187499830881,1
469,51,0.6373567418647987,0,0,5,44,0.0293333333333333,0.0172648930660508,0
470,50,0.5722760670658064,0,0,5,44,0.0293333333333333,0.0171317420128936,0
471,41,-0.0134500061251248,1,1,5,44,0.0293333333333333,0.0167905947617308,0
472,55,0.8976794410607681,1,0,5,44,0.0293333333333333,0.0392001704463849,0
473,34,-0.4690147297180713,1,1,5,44,0.0293333333333333,0.0159044717954705,0
474,51,0.6373567418647987,0,0,5,44,0.0293333333333333,0.0172648930660508,0
475,76,2.2643736118396074,0,1,5,44,0.0293333333333333,0.0099504361963264,0
477,37,-0.2737727053210943,0,0,5,44,0.0293333333333333,0.0154906868554841,0
478,37,-0.2737727053210943,0,0,5,44,0.0293333333333333,0.0154906868554841,0
479,69,1.808808888246661,0,0,5,44,0.0293333333333333,0.0198447439665473,1
480,42,0.0516306686738674,0,1,5,44,0.0293333333333333,0.0076388842380831,0
481,37,-0.2737727053210943,1,1,5,44,0.0293333333333333,0.0162784124947432,0
482,36,-0.3388533801200866,1,1,5,44,0.0293333333333333,0.0161528067371968,0
483,73,2.0691315874426306,0,0,5,44,0.0293333333333333,0.0204679647172256,0
484,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
485,57,1.0278407906587528,0,0,5,44,0.0293333333333333,0.0180856122935619,0
486,46,0.3119533678698369,0,0,5,44,0.0293333333333333,0.0166092414900711,0
487,64,1.4834055142516993,0,0,5,44,0.0293333333333333,0.0190920750209029,0
488,28,-0.8594987785120255,0,0,5,44,0.0293333333333333,0.0144469071761617,0
489,25,-1.0547408029090026,0,0,5,44,0.0293333333333333,0.0141147365930099,0
490,75,2.199292937040615,0,0,5,44,0.0293333333333333,0.0207867989592959,0
491,33,-0.5340954045170637,1,1,5,44,0.0293333333333333,0.0157817281952717,0
492,34,-0.4690147297180713,1,0,5,44,0.0293333333333333,0.0333708765435668,0
493,31,-0.6642567541150485,1,1,5,44,0.0293333333333333,0.0155390530881441,0
494,33,-0.5340954045170637,1,0,5,44,0.0293333333333333,0.0331156225247721,0
495,23,-1.1849021525069874,0,0,5,44,0.0293333333333333,0.0138975134209137,0
496,38,-0.2086920305221019,1,0,5,44,0.0293333333333333,0.0344113648626738,0
497,54,0.8325987662617758,0,1,5,44,0.0293333333333333,0.008386233849524,0
498,48,0.4421147174678216,0,1,5,44,0.0293333333333333,0.008003876144238,0
499,45,0.2468726930708445,0,0,5,44,0.0293333333333333,0.0164811044687541,0
500,50,0.5722760670658064,0,0,5,44,0.0293333333333333,0.0171317420128936,0
501,52,0.702437416663791,1,0,5,44,0.0293333333333333,0.0383100403116988,0
502,30,-0.7293374289140407,0,0,5,44,0.0293333333333333,0.0146726535195778,0
504,18,-1.5103055265019492,1,0,5,44,0.0293333333333333,0.0295094758096204,0
505,40,-0.0785306809241172,0,1,5,44,0.0293333333333333,0.0075209430379228,0
506,18,-1.5103055265019492,1,1,5,44,0.0293333333333333,0.0140494697450814,0
507,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
508,42,0.0516306686738674,0,1,5,44,0.0293333333333333,0.0076388842380831,0
509,53,0.7675180914627834,0,0,5,44,0.0293333333333333,0.0175342799915626,0
510,36,-0.3388533801200866,0,0,5,44,0.0293333333333333,0.0153711116605066,0
511,53,0.7675180914627834,0,0,5,44,0.0293333333333333,0.0175342799915626,0
512,24,-1.119821477707995,1,1,5,44,0.0293333333333333,0.0147184847615415,0
513,77,2.3294542866386,1,1,5,44,0.0293333333333333,0.0221808154985113,0
514,27,-0.924579453311018,1,0,5,44,0.0293333333333333,0.0316239151271238,0
515,50,0.5722760670658064,1,0,5,44,0.0293333333333333,0.0377276555434212,0
516,72,2.0040509126436383,0,1,5,44,0.0293333333333333,0.0096458830380379,0
517,27,-0.924579453311018,1,1,5,44,0.0293333333333333,0.0150647548665321,0
518,45,0.2468726930708445,0,0,5,44,0.0293333333333333,0.0164811044687541,0
519,20,-1.3801441769039644,1,1,5,44,0.0293333333333333,0.014269050823108,0
520,38,-0.2086920305221019,0,0,5,44,0.0293333333333333,0.0156111848579534,0
521,20,-1.3801441769039644,0,0,5,44,0.0293333333333333,0.0135778875764331,0
522,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
523,29,-0.7944181037130331,0,0,5,44,0.0293333333333333,0.0145593460625765,0
524,34,-0.4690147297180713,1,1,5,44,0.0293333333333333,0.0159044717954705,0
525,20,-1.3801441769039644,0,0,5,44,0.0293333333333333,0.0135778875764331,0
526,56,0.9627601158597604,1,1,5,44,0.0293333333333333,0.0188575811093218,0
527,18,-1.5103055265019492,1,0,5,44,0.0293333333333333,0.0295094758096204,0
528,37,-0.2737727053210943,0,0,5,44,0.0293333333333333,0.0154906868554841,0
529,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
530,77,2.3294542866386,0,0,5,44,0.0293333333333333,0.0211105460415462,0
531,68,1.7437282134476688,1,1,5,44,0.0293333333333333,0.0206910055879261,0
532,34,-0.4690147297180713,0,0,5,44,0.0293333333333333,0.0151347019254086,0
533,43,0.1167113434728598,0,0,5,44,0.0293333333333333,0.0162277639828356,0
534,43,0.1167113434728598,1,0,5,44,0.0293333333333333,0.0357568632000239,1
536,47,0.3770340426688293,1,1,5,44,0.0293333333333333,0.0175889697039774,0
537,38,-0.2086920305221019,1,0,5,44,0.0293333333333333,0.0344113648626738,0
538,52,0.702437416663791,0,0,5,44,0.0293333333333333,0.0173990698066478,0
539,44,0.1817920182718521,0,0,5,44,0.0293333333333333,0.0163539477571557,0
540,54,0.8325987662617758,0,0,5,44,0.0293333333333333,0.0176705314340656,0
541,45,0.2468726930708445,1,1,5,44,0.0293333333333333,0.0173187499830881,0
542,59,1.1580021402567375,1,1,5,44,0.0293333333333333,0.0193002708837399,0
543,32,-0.5991760793160561,1,1,5,44,0.0293333333333333,0.0156599243187289,0
544,39,-0.1436113557231096,0,0,5,44,0.0293333333333333,0.0157326126734966,0
545,48,0.4421147174678216,0,0,5,44,0.0293333333333333,0.0168684862211209,0
546,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
547,32,-0.5991760793160561,0,0,5,44,0.0293333333333333,0.0149019006220444,0
549,37,-0.2737727053210943,1,0,5,44,0.0293333333333333,0.0341482935553679,0
550,32,-0.5991760793160561,1,1,5,44,0.0293333333333333,0.0156599243187289,0
551,46,0.3119533678698369,0,0,5,44,0.0293333333333333,0.0166092414900711,0
552,27,-0.924579453311018,0,0,5,44,0.0293333333333333,0.014335330301631,0
553,18,-1.5103055265019492,0,1,5,44,0.0293333333333333,0.0063374326793573,0
554,49,0.507195392266814,0,1,5,44,0.0293333333333333,0.0080663748098552,1
555,66,1.613566863849684,1,1,5,44,0.0293333333333333,0.0203736253170531,0
556,35,-0.403934054919079,1,1,5,44,0.0293333333333333,0.0160281622488668,0
557,30,-0.7293374289140407,0,0,5,44,0.0293333333333333,0.0146726535195778,0
558,37,-0.2737727053210943,1,0,5,44,0.0293333333333333,0.0341482935553679,0
559,67,1.6786475386486763,0,0,5,44,0.0293333333333333,0.0195402146368672,0
560,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
561,22,-1.2499828273059796,0,0,5,44,0.0293333333333333,0.013790149893325,0
562,41,-0.0134500061251248,0,0,5,44,0.0293333333333333,0.0159782860232629,0
563,23,-1.1849021525069874,0,0,5,44,0.0293333333333333,0.0138975134209137,0
565,23,-1.1849021525069874,0,0,5,44,0.0293333333333333,0.0138975134209137,0
566,40,-0.0785306809241172,1,0,5,44,0.0293333333333333,0.0349434921034481,0
567,46,0.3119533678698369,1,1,5,44,0.0293333333333333,0.0174533415530954,0
568,69,1.808808888246661,0,0,5,44,0.0293333333333333,0.0198447439665473,0
569,27,-0.924579453311018,0,0,5,44,0.0293333333333333,0.014335330301631,0
570,41,-0.0134500061251248,0,0,5,44,0.0293333333333333,0.0159782860232629,0
571,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
572,44,0.1817920182718521,0,0,5,44,0.0293333333333333,0.0163539477571557,0
574,28,-0.8594987785120255,1,0,5,44,0.0293333333333333,0.0318678615853906,0
575,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
576,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
577,28,-0.8594987785120255,1,1,5,44,0.0293333333333333,0.0151819652655255,0
578,30,-0.7293374289140407,0,0,5,44,0.0293333333333333,0.0146726535195778,0
579,50,0.5722760670658064,1,0,5,44,0.0293333333333333,0.0377276555434212,0
580,50,0.5722760670658064,1,0,5,44,0.0293333333333333,0.0377276555434212,0
581,18,-1.5103055265019492,1,0,5,44,0.0293333333333333,0.0295094758096204,0
582,46,0.3119533678698369,0,0,5,44,0.0293333333333333,0.0166092414900711,0
583,31,-0.6642567541150485,0,0,5,44,0.0293333333333333,0.0147868361541806,0
584,22,-1.2499828273059796,0,0,5,44,0.0293333333333333,0.013790149893325,0
585,32,-0.5991760793160561,1,1,5,44,0.0293333333333333,0.0156599243187289,0
586,45,0.2468726930708445,1,0,5,44,0.0293333333333333,0.0363094030983793,0
588,34,-0.4690147297180713,0,0,5,44,0.0293333333333333,0.0151347019254086,0
589,58,1.0929214654577453,0,0,5,44,0.0293333333333333,0.0182261080401007,0
590,58,1.0929214654577453,0,1,5,44,0.0293333333333333,0.0086511895558518,0
591,60,1.2230828150557298,0,0,5,44,0.0293333333333333,0.0185103512416706,0
592,38,-0.2086920305221019,1,0,5,44,0.0293333333333333,0.0344113648626738,0
593,23,-1.1849021525069874,0,0,5,44,0.0293333333333333,0.0138975134209137,0
594,53,0.7675180914627834,0,0,5,44,0.0293333333333333,0.0175342799915626,0
595,64,1.4834055142516993,0,0,5,44,0.0293333333333333,0.0190920750209029,0
596,24,-1.119821477707995,0,0,5,44,0.0293333333333333,0.0140057068801316,0
597,18,-1.5103055265019492,1,0,5,44,0.0293333333333333,0.0295094758096204,0
598,48,0.4421147174678216,0,0,5,44,0.0293333333333333,0.0168684862211209,0
599,49,0.507195392266814,1,0,5,44,0.0293333333333333,0.0374397264365807,0
600,66,1.613566863849684,1,1,5,44,0.0293333333333333,0.0203736253170531,0
601,58,1.0929214654577453,1,1,5,44,0.0293333333333333,0.0191515759993624,0
602,59,1.1580021402567375,1,1,5,44,0.0293333333333333,0.0193002708837399,0
603,43,0.1167113434728598,0,1,5,44,0.0293333333333333,0.0076985439190629,0
604,63,1.418324839452707,1,0,5,44,0.0293333333333333,0.0416740382246197,0
606,24,-1.119821477707995,0,0,5,44,0.0293333333333333,0.0140057068801316,0
607,45,0.2468726930708445,0,0,5,44,0.0293333333333333,0.0164811044687541,0
608,76,2.2643736118396074,1,1,5,44,0.0293333333333333,0.0220101781400506,0
609,49,0.507195392266814,0,1,5,44,0.0293333333333333,0.0080663748098552,0
610,44,0.1817920182718521,0,0,5,44,0.0293333333333333,0.0163539477571557,0
611,29,-0.7944181037130331,0,0,5,44,0.0293333333333333,0.0145593460625765,0
612,38,-0.2086920305221019,0,0,5,44,0.0293333333333333,0.0156111848579534,0
613,77,2.3294542866386,0,1,5,44,0.0293333333333333,0.0100280576908692,0
614,41,-0.0134500061251248,0,0,5,44,0.0293333333333333,0.0159782860232629,0
615,44,0.1817920182718521,0,0,5,44,0.0293333333333333,0.0163539477571557,0
616,34,-0.4690147297180713,1,0,5,44,0.0293333333333333,0.0333708765435668,0
617,46,0.3119533678698369,0,0,5,44,0.0293333333333333,0.0166092414900711,0
618,50,0.5722760670658064,0,0,5,44,0.0293333333333333,0.0171317420128936,0
619,29,-0.7944181037130331,1,1,5,44,0.0293333333333333,0.015300080511192,0
620,30,-0.7293374289140407,0,0,5,44,0.0293333333333333,0.0146726535195778,0
621,35,-0.403934054919079,0,0,5,44,0.0293333333333333,0.0152524523184495,0
622,45,0.2468726930708445,1,1,5,44,0.0293333333333333,0.0173187499830881,0
624,46,0.3119533678698369,0,0,5,44,0.0293333333333333,0.0166092414900711,0
626,20,-1.3801441769039644,1,1,5,44,0.0293333333333333,0.014269050823108,0
627,64,1.4834055142516993,0,1,5,44,0.0293333333333333,0.0090643289185754,0
628,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
629,35,-0.403934054919079,0,0,5,44,0.0293333333333333,0.0152524523184495,0
631,46,0.3119533678698369,1,0,5,44,0.0293333333333333,0.0365888057030071,0
632,35,-0.403934054919079,0,0,5,44,0.0293333333333333,0.0152524523184495,0
633,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
634,18,-1.5103055265019492,1,1,5,44,0.0293333333333333,0.0140494697450814,0
635,33,-0.5340954045170637,0,0,5,44,0.0293333333333333,0.0150178536278048,0
636,52,0.702437416663791,0,0,5,44,0.0293333333333333,0.0173990698066478,0
638,63,1.418324839452707,1,0,5,44,0.0293333333333333,0.0416740382246197,0
640,32,-0.5991760793160561,1,1,5,44,0.0293333333333333,0.0156599243187289,0
641,54,0.8325987662617758,0,0,5,44,0.0293333333333333,0.0176705314340656,0
642,37,-0.2737727053210943,0,1,5,44,0.0293333333333333,0.0073474241184179,0
643,46,0.3119533678698369,0,0,5,44,0.0293333333333333,0.0166092414900711,0
644,54,0.8325987662617758,1,1,5,44,0.0293333333333333,0.0185680564731632,0
645,63,1.418324839452707,0,1,5,44,0.0293333333333333,0.0089941331691002,0
646,50,0.5722760670658064,1,0,5,44,0.0293333333333333,0.0377276555434212,0
647,58,1.0929214654577453,1,1,5,44,0.0293333333333333,0.0191515759993624,0
648,29,-0.7944181037130331,1,1,5,44,0.0293333333333333,0.015300080511192,0
649,39,-0.1436113557231096,0,0,5,44,0.0293333333333333,0.0157326126734966,0
650,20,-1.3801441769039644,0,0,5,44,0.0293333333333333,0.0135778875764331,0
651,57,1.0278407906587528,1,1,5,44,0.0293333333333333,0.0190040155689489,0
652,38,-0.2086920305221019,0,0,5,44,0.0293333333333333,0.0156111848579534,0
653,56,0.9627601158597604,1,1,5,44,0.0293333333333333,0.0188575811093218,0
654,33,-0.5340954045170637,1,1,5,44,0.0293333333333333,0.0157817281952717,0
655,24,-1.119821477707995,0,1,5,44,0.0293333333333333,0.0066404484586035,0
656,50,0.5722760670658064,1,1,5,44,0.0293333333333333,0.0180021522874688,0
657,45,0.2468726930708445,0,0,5,44,0.0293333333333333,0.0164811044687541,0
658,31,-0.6642567541150485,0,0,5,44,0.0293333333333333,0.0147868361541806,0
659,40,-0.0785306809241172,1,1,5,44,0.0293333333333333,0.0166610705211435,0
660,64,1.4834055142516993,0,0,5,44,0.0293333333333333,0.0190920750209029,0
661,45,0.2468726930708445,0,1,5,44,0.0293333333333333,0.0078192592175553,0
662,29,-0.7944181037130331,1,1,5,44,0.0293333333333333,0.015300080511192,0
663,18,-1.5103055265019492,1,1,5,44,0.0293333333333333,0.0140494697450814,0
664,30,-0.7293374289140407,0,0,5,44,0.0293333333333333,0.0146726535195778,0
665,43,0.1167113434728598,0,0,5,44,0.0293333333333333,0.0162277639828356,0
667,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
668,30,-0.7293374289140407,0,1,5,44,0.0293333333333333,0.006957901738138,0
669,45,0.2468726930708445,0,0,5,44,0.0293333333333333,0.0164811044687541,0
670,41,-0.0134500061251248,1,1,5,44,0.0293333333333333,0.0167905947617308,0
671,61,1.2881634898547225,0,1,5,44,0.0293333333333333,0.0088553610061886,0
672,56,0.9627601158597604,1,1,5,44,0.0293333333333333,0.0188575811093218,0
673,54,0.8325987662617758,0,1,5,44,0.0293333333333333,0.008386233849524,0
674,49,0.507195392266814,0,0,5,44,0.0293333333333333,0.0169996089463192,0
675,41,-0.0134500061251248,0,0,5,44,0.0293333333333333,0.0159782860232629,0
676,55,0.8976794410607681,1,1,5,44,0.0293333333333333,0.0187122641980717,0
677,49,0.507195392266814,1,1,5,44,0.0293333333333333,0.0178633671495366,0
678,27,-0.924579453311018,0,0,5,44,0.0293333333333333,0.014335330301631,0
679,57,1.0278407906587528,0,0,5,44,0.0293333333333333,0.0180856122935619,0
680,44,0.1817920182718521,0,0,5,44,0.0293333333333333,0.0163539477571557,0
681,55,0.8976794410607681,0,0,5,44,0.0293333333333333,0.0178078320041935,0
682,33,-0.5340954045170637,1,1,5,44,0.0293333333333333,0.0157817281952717,0
683,41,-0.0134500061251248,1,0,5,44,0.0293333333333333,0.0352125770961565,0
684,39,-0.1436113557231096,0,1,5,44,0.0293333333333333,0.0074626544891264,0
685,62,1.3532441646537146,1,1,5,44,0.0293333333333333,0.0197532480122644,0
686,18,-1.5103055265019492,1,1,5,44,0.0293333333333333,0.0140494697450814,0
688,21,-1.315063502104972,1,0,5,44,0.0293333333333333,0.0301983481723219,0
689,21,-1.315063502104972,0,0,5,44,0.0293333333333333,0.0136836100217024,0
690,20,-1.3801441769039644,0,0,5,44,0.0293333333333333,0.0135778875764331,0
691,58,1.0929214654577453,0,0,5,44,0.0293333333333333,0.0182261080401007,0
692,49,0.507195392266814,0,0,5,44,0.0293333333333333,0.0169996089463192,0
693,26,-0.9896601281100104,1,1,5,44,0.0293333333333333,0.014948442490549,0
694,48,0.4421147174678216,1,0,5,44,0.0293333333333333,0.0371539520556969,0
695,61,1.2881634898547225,0,0,5,44,0.0293333333333333,0.0186541150748402,0
696,21,-1.315063502104972,0,0,5,44,0.0293333333333333,0.0136836100217024,0
697,54,0.8325987662617758,1,1,5,44,0.0293333333333333,0.0185680564731632,0
698,43,0.1167113434728598,0,0,5,44,0.0293333333333333,0.0162277639828356,0
699,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
700,23,-1.1849021525069874,0,0,5,44,0.0293333333333333,0.0138975134209137,0
701,44,0.1817920182718521,0,0,5,44,0.0293333333333333,0.0163539477571557,0
702,67,1.6786475386486763,1,1,5,44,0.0293333333333333,0.020531708651007,0
703,51,0.6373567418647987,0,1,5,44,0.0293333333333333,0.00819283395371,0
704,48,0.4421147174678216,0,0,5,44,0.0293333333333333,0.0168684862211209,0
705,47,0.3770340426688293,0,0,5,44,0.0293333333333333,0.0167383662473743,0
706,35,-0.403934054919079,0,1,5,44,0.0293333333333333,0.0072339665209408,0
707,51,0.6373567418647987,0,0,5,44,0.0293333333333333,0.0172648930660508,0
708,36,-0.3388533801200866,0,0,5,44,0.0293333333333333,0.0153711116605066,0
709,28,-0.8594987785120255,0,0,5,44,0.0293333333333333,0.0144469071761617,0
710,18,-1.5103055265019492,1,1,5,44,0.0293333333333333,0.0140494697450814,0
711,42,0.0516306686738674,1,1,5,44,0.0293333333333333,0.0169211172435929,0
712,59,1.1580021402567375,0,0,5,44,0.0293333333333333,0.0183676849696221,0
713,26,-0.9896601281100104,1,1,5,44,0.0293333333333333,0.014948442490549,0
714,25,-1.0547408029090026,0,1,5,44,0.0293333333333333,0.0066923366756186,0
715,33,-0.5340954045170637,0,1,5,44,0.0293333333333333,0.0071222546227177,0
716,32,-0.5991760793160561,0,0,5,44,0.0293333333333333,0.0149019006220444,0
717,18,-1.5103055265019492,1,1,5,44,0.0293333333333333,0.0140494697450814,0
718,50,0.5722760670658064,0,0,5,44,0.0293333333333333,0.0171317420128936,0
719,27,-0.924579453311018,0,0,5,44,0.0293333333333333,0.014335330301631,0
721,31,-0.6642567541150485,1,1,5,44,0.0293333333333333,0.0155390530881441,0
722,29,-0.7944181037130331,1,0,5,44,0.0293333333333333,0.0321136584685302,0
723,32,-0.5991760793160561,1,1,5,44,0.0293333333333333,0.0156599243187289,0
724,51,0.6373567418647987,1,0,5,44,0.0293333333333333,0.0380177549449459,0
725,20,-1.3801441769039644,0,0,5,44,0.0293333333333333,0.0135778875764331,0
726,53,0.7675180914627834,1,1,5,44,0.0293333333333333,0.0184249496325442,0
728,27,-0.924579453311018,1,1,5,44,0.0293333333333333,0.0150647548665321,0
729,26,-0.9896601281100104,1,1,5,44,0.0293333333333333,0.014948442490549,0
730,48,0.4421147174678216,0,0,5,44,0.0293333333333333,0.0168684862211209,0
731,32,-0.5991760793160561,0,0,5,44,0.0293333333333333,0.0149019006220444,0
732,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
733,30,-0.7293374289140407,0,0,5,44,0.0293333333333333,0.0146726535195778,0
734,26,-0.9896601281100104,0,0,5,44,0.0293333333333333,0.0142246089282671,0
735,65,1.5484861890506916,1,1,5,44,0.0293333333333333,0.0202167465379611,0
736,20,-1.3801441769039644,1,1,5,44,0.0293333333333333,0.014269050823108,0
737,53,0.7675180914627834,0,0,5,44,0.0293333333333333,0.0175342799915626,0
738,38,-0.2086920305221019,0,0,5,44,0.0293333333333333,0.0156111848579534,0
739,35,-0.403934054919079,0,0,5,44,0.0293333333333333,0.0152524523184495,0
740,45,0.2468726930708445,0,0,5,44,0.0293333333333333,0.0164811044687541,0
741,31,-0.6642567541150485,0,0,5,44,0.0293333333333333,0.0147868361541806,0
742,80,2.524696311035577,0,0,5,44,0.0293333333333333,0.0216055404111289,0
743,57,1.0278407906587528,1,1,5,44,0.0293333333333333,0.0190040155689489,0
744,29,-0.7944181037130331,0,1,5,44,0.0293333333333333,0.0069039616588933,0
745,40,-0.0785306809241172,1,0,5,44,0.0293333333333333,0.0349434921034481,0
746,18,-1.5103055265019492,1,0,5,44,0.0293333333333333,0.0295094758096204,0
747,51,0.6373567418647987,1,1,5,44,0.0293333333333333,0.0181420056935416,0
748,54,0.8325987662617758,0,0,5,44,0.0293333333333333,0.0176705314340656,0
749,23,-1.1849021525069874,0,1,5,44,0.0293333333333333,0.0065889612147811,0
750,59,1.1580021402567375,1,1,5,44,0.0293333333333333,0.0193002708837399,0
752,51,0.6373567418647987,1,1,5,44,0.0293333333333333,0.0181420056935416,0
753,50,0.5722760670658064,0,0,5,44,0.0293333333333333,0.0171317420128936,0
754,27,-0.924579453311018,0,0,5,44,0.0293333333333333,0.014335330301631,0
755,70,1.8738895630456531,0,1,5,44,0.0293333333333333,0.0094971031699634,0
756,63,1.418324839452707,1,1,5,44,0.0293333333333333,0.0199065667735066,0
757,57,1.0278407906587528,0,0,5,44,0.0293333333333333,0.0180856122935619,0
758,48,0.4421147174678216,0,0,5,44,0.0293333333333333,0.0168684862211209,0
759,85,2.8500996850305387,0,0,5,44,0.0293333333333333,0.0224561588224241,0
760,48,0.4421147174678216,0,0,5,44,0.0293333333333333,0.0168684862211209,0
761,65,1.5484861890506916,1,0,5,44,0.0293333333333333,0.0423159913660935,0
762,41,-0.0134500061251248,1,1,5,44,0.0293333333333333,0.0167905947617308,0
763,20,-1.3801441769039644,1,0,5,44,0.0293333333333333,0.0299669830028989,0
764,36,-0.3388533801200866,1,1,5,44,0.0293333333333333,0.0161528067371968,0
765,45,0.2468726930708445,0,0,5,44,0.0293333333333333,0.0164811044687541,0
766,50,0.5722760670658064,0,1,5,44,0.0293333333333333,0.0081293594969881,0
767,50,0.5722760670658064,0,0,5,44,0.0293333333333333,0.0171317420128936,0
768,37,-0.2737727053210943,1,0,5,44,0.0293333333333333,0.0341482935553679,0
769,60,1.2230828150557298,1,1,5,44,0.0293333333333333,0.019450108766422,0
770,21,-1.315063502104972,1,0,5,44,0.0293333333333333,0.0301983481723219,0
771,38,-0.2086920305221019,1,1,5,44,0.0293333333333333,0.0164049868086885,0
772,41,-0.0134500061251248,0,1,5,44,0.0293333333333333,0.0075796851204061,0
773,46,0.3119533678698369,0,0,5,44,0.0293333333333333,0.0166092414900711,0
774,44,0.1817920182718521,0,0,5,44,0.0293333333333333,0.0163539477571557,0
775,75,2.199292937040615,0,0,5,44,0.0293333333333333,0.0207867989592959,0
776,49,0.507195392266814,0,0,5,44,0.0293333333333333,0.0169996089463192,0
777,69,1.808808888246661,0,0,5,44,0.0293333333333333,0.0198447439665473,0
778,49,0.507195392266814,0,0,5,44,0.0293333333333333,0.0169996089463192,0
779,26,-0.9896601281100104,0,0,5,44,0.0293333333333333,0.0142246089282671,0
780,34,-0.4690147297180713,0,0,5,44,0.0293333333333333,0.0151347019254086,0
781,51,0.6373567418647987,1,1,5,44,0.0293333333333333,0.0181420056935416,0
782,28,-0.8594987785120255,1,1,5,44,0.0293333333333333,0.0151819652655255,0
783,37,-0.2737727053210943,0,0,5,44,0.0293333333333333,0.0154906868554841,0
784,49,0.507195392266814,1,0,5,44,0.0293333333333333,0.0374397264365807,0
785,57,1.0278407906587528,0,0,5,44,0.0293333333333333,0.0180856122935619,0
786,38,-0.2086920305221019,0,0,5,44,0.0293333333333333,0.0156111848579534,0
787,47,0.3770340426688293,1,1,5,44,0.0293333333333333,0.0175889697039774,0
788,48,0.4421147174678216,0,0,5,44,0.0293333333333333,0.0168684862211209,0
789,39,-0.1436113557231096,0,0,5,44,0.0293333333333333,0.0157326126734966,0
790,42,0.0516306686738674,1,1,5,44,0.0293333333333333,0.0169211172435929,0
791,28,-0.8594987785120255,1,1,5,44,0.0293333333333333,0.0151819652655255,0
792,37,-0.2737727053210943,0,0,5,44,0.0293333333333333,0.0154906868554841,0
793,48,0.4421147174678216,1,1,5,44,0.0293333333333333,0.0177256422717977,0
794,40,-0.0785306809241172,1,1,5,44,0.0293333333333333,0.0166610705211435,0
795,36,-0.3388533801200866,0,0,5,44,0.0293333333333333,0.0153711116605066,0
796,38,-0.2086920305221019,0,1,5,44,0.0293333333333333,0.0074048159989188,0
797,82,2.654857660633562,0,0,5,44,0.0293333333333333,0.0219418956804448,0
799,48,0.4421147174678216,0,1,5,44,0.0293333333333333,0.008003876144238,0
800,56,0.9627601158597604,0,1,5,44,0.0293333333333333,0.0085176859640015,0
801,56,0.9627601158597604,0,0,5,44,0.0293333333333333,0.0179461896291258,0
802,53,0.7675180914627834,1,1,5,44,0.0293333333333333,0.0184249496325442,0
803,31,-0.6642567541150485,0,0,5,44,0.0293333333333333,0.0147868361541806,0
804,23,-1.1849021525069874,0,0,5,44,0.0293333333333333,0.0138975134209137,0
805,82,2.654857660633562,0,1,5,44,0.0293333333333333,0.010425294444453,0
807,37,-0.2737727053210943,1,1,5,44,0.0293333333333333,0.0162784124947432,0
808,26,-0.9896601281100104,0,0,5,44,0.0293333333333333,0.0142246089282671,0
809,23,-1.1849021525069874,0,0,5,44,0.0293333333333333,0.0138975134209137,0
810,53,0.7675180914627834,0,0,5,44,0.0293333333333333,0.0175342799915626,0
811,36,-0.3388533801200866,0,1,5,44,0.0293333333333333,0.0072904754247663,0
812,43,0.1167113434728598,1,1,5,44,0.0293333333333333,0.0170526455237876,0
813,38,-0.2086920305221019,1,1,5,44,0.0293333333333333,0.0164049868086885,0
814,36,-0.3388533801200866,0,0,5,44,0.0293333333333333,0.0153711116605066,0
815,38,-0.2086920305221019,0,0,5,44,0.0293333333333333,0.0156111848579534,0
816,18,-1.5103055265019492,0,0,5,44,0.0293333333333333,0.0133688702748597,0
817,53,0.7675180914627834,0,0,5,44,0.0293333333333333,0.0175342799915626,0
818,37,-0.2737727053210943,0,0,5,44,0.0293333333333333,0.0154906868554841,0
819,41,-0.0134500061251248,0,0,5,44,0.0293333333333333,0.0159782860232629,0
820,41,-0.0134500061251248,0,0,5,44,0.0293333333333333,0.0159782860232629,0
